#ID	Version	Updated	ChangedBy	Description	Note
151	1.2.2	2008-07-31	L.F.Bargatze	Changed "Plasmafrequency" to "PlasmaFrequency".	Permitted during 2008-06-26 telecon.
152	1.2.2	2008-07-31	L.F.Bargatze	Changed "RetardingPotentialAnalyser" to "RetardingPotentialAnalyzer".	Permitted during 2008-06-26 telecon.
153	1.2.2	2008-07-31	L.F.Bargatze	Changed "Time-of-flight" to "TimeOfFlight".	Permitted during 2008-06-26 telecon.
154	1.2.2	2008-07-31	L.F.Bargatze	Changed "Observatory Group" to "Observatory Name".	Permitted during 2008-06-26 telecon.
155	1.2.2	2008-07-31	L.F.Bargatze	Removed "Offline" from "Medium".	Permitted during 2008-06-26 telecon.
156	1.2.2	2008-07-31	L.F.Bargatze	Removed "Field Component" from lists.	Permitted during 2008-06-26 telecon.
157	1.2.2	2008-07-31	L.F.Bargatze	Removed "Near Earth" as a list.	Permitted during 2008-06-26 telecon.
158	1.2.2	2008-07-31	L.F.Bargatze	Added "Ionosphere" as a list.	Permitted during 2008-06-26 telecon.
159	1.2.2	2008-07-31	L.F.Bargatze	AzimuthalAngle, Dayside, ElectricFieldInstrument, Frequency, HighLatitude, LowLatitude, Nightside, PolarAngle, ProviderID, ProviderReleaseDate, RTF, SGI, SoftXRays, SpatialRange, TeX, Wavelength, Wavenumber, XDR.	Permitted during 2008-06-26 telecon.
160	1.2.2	2008-07-31	L.F.Bargatze	Added Repository ID and Stop Date.	Permitted during 2008-06-26 telecon.
161	1.2.2	2008-08-14	T.King	SPASE version 1.2.2 Released.	
162	1.3.0	2007-??-??	T.King	Added WavelengthRange to the dictionary; Added BandName to Bin.	
163	1.3.0	2007-??-??	T.King	Added SupportQuantity to Support.	
164	1.3.0	2007-??-??	T.King	Moved Extension into each resource class.	
165	1.3.0	2007-??-??	T.King	Added SpectralRange to EnergyRange, FrequencyRange and WavelengthRange.	
166	1.3.0	2007-??-??	T.King	Added Units, UnitsConversion, ValidMin, ValidMax, FillValue to Element.	
167	1.3.0	2007-??-??	T.King	Added Fax Number to Person.	
168	1.3.0	2007-??-??	T.King	Added Contributor and Publisher to the dictionary and Role.	
169	1.3.0	2007-??-??	T.King	Added Language to the dictionary.	
170	1.3.0	2008-??-??	T.King	Introduced Document resource.	
171	1.3.0	2008-??-??	T.King	Added Document Type enumeration and Paper as an item.	
172	1.3.0	2008-??-??	T.King	Added Number Flux to Particle Quantity.	
173	1.3.0	2008-??-??	T.King	Moved CrossSpectrum from FieldQuantity to FieldQualifier.	
174	1.3.0	2008-??-??	T.King	Added Electromagnetic to FieldQuantity.	
175	1.3.0	2008-??-??	T.King	Added PhysicalParameter to Catalog and DisplayData.	
176	1.3.0	2008-04-24	T.King	Removed "Structure Type" from dictionary and Structure.	Decided during telecon on 2008-04-24.
177	1.3.0	2008-04-24	T.King	Removed "Observatory Group" from dictionary and Observatory.	Decided during telecon on 2008-04-24.
178	1.3.0	2008-04-25	T.King	Removed "Provider Release Date" from dictionary.	Decided during telecon on 2008-04-24.
179	1.3.0	2008-05-20	T.King	Added "MagneticCloud" to the dictionary and "PhenomenonType".	Decided by e-mail on 2008-05-20.
180	1.3.0	2008-05-20	T.King	Changed cardinality of "Phenomenon Type" to + in Catalog.	Decided by e-mail on 2008-05-20.
181	1.3.0	2008-04-24	T.King	Restored "Observatory Group" and made it multiple occurrence.	Decided during telecon on 2008-05-08.
182	1.3.0	2008-05-22	T.King	Added "TAR" to the dictionary and to "Encoding Type".	Decided during telecon on 2008-05-22.
183	1.3.0	2008-05-22	T.King	Made "Encoding Type" multiple occurrence (*) in "Access Information".	Decided during telecon on 2008-05-22.
184	1.3.0	2008-05-22	T.King	Changed "End Date" to "Stop Date" and "Relative End Date" to "Relative Stop Date".	Decided during telecon on 2008-05-22.
185	1.3.0	2008-05-22	T.King	Added "Active Region" to the dictionary and "Phenomenon Type".	Decided during telecon on 2008-05-22.
186	1.3.0	2008-05-22	T.King	Added "Coronal Hole" to the dictionary and "Phenomenon Type".	Decided during telecon on 2008-05-22.
187	1.3.0	2008-05-22	T.King	Added "Radio Burst" to the dictionary and "Phenomenon Type".	Decided during telecon on 2008-05-22.
188	1.3.0	2008-05-22	T.King	Added "EIT Waves" to the dictionary and "Phenomenon Type".	Decided during telecon on 2008-05-22.
189	1.3.0	2008-05-22	T.King	Fixed spelling of "Plasma Frequency" in the "Photon Qualifier" list.	
190	1.3.0	2008-05-22	T.King	Removed "Array" from the Field, Photon and Particle qualifier lists.	Decided during telecon on 2008-05-22.
191	1.3.0	2008-11-22	T.King	SPASE version 1.3.0 Released.	Estimated release date.
192	1.3.1	2008-07-21	T.King	Updated description of duration type.	Editorial correction.
193	1.3.1	2008-07-31	T.King	Added "Set" to "PhysicalParameter".	Decided during the telecon on 2008-06-26.
194	1.3.1	2008-07-31	T.King	Added "Source" to the dictionary and to "Granule", Removed "URL", "Checksum" and "DataExtent" from "Granule" and added them under "Source".	Decided during the telecon on 2008-06-26.
195	1.3.1	2008-07-31	T.King	Added "Source Type" as a list with possible values of Data, Layout, Ancillary, Browse and Thumbnail.	Decided during the telecon on 2008-06-26.
196	1.3.1	2008-07-31	T.King	Added "Qualifier" as a unified list of all qualifiers; Removed "FieldQualifier", "PhotonQualifier" and "ParticleQualifier" from the dictionary; Replaced each with "Qualifier" in the ontology; Added "Qualifier" to "Support".	Decided during the telecon on 2008-07-31.
197	1.3.1	2008-07-31	T.King	Added "Trace" to the dictionary and to the "Qualifier" list.	Decided during the telecon on 2008-07-31.
198	1.3.1	2008-07-31	T.King	Added "Ion Drift" and "Dust Detector" to the dictionary and to the "Instrument Type" list.	Decided during the telecon on 2008-07-31.
199	1.3.1	2008-07-31	T.King	Added "Platform" to the dictionary and to the "Instrument Type" list, Removed "Ephemeris" from the "Instrument Type" list.	Decided during the telecon on 2008-07-31.
200	1.3.1	2008-09-04	T.King	Added "Rendering Hints" with elements Format, AxisLabel, DisplayType, ScaleMin, ScaleMax, ScaleType and related enumerated values.	Decided during the telecon on 2008-08-21.
201	1.3.1	2008-09-04	T.King	Added "Symmetric" to the dictionary and to Qualifier.	Decided during the telecon on 2008-08-21.
202	1.3.1	2008-09-04	T.King	Changed "Physical Parameter" to "Parameter".	Decided during the telecon on 2008-09-04.
203	1.3.1	2008-09-04	T.King	Removed "Measured" and shifted containers under "Measured" up one level.	Decided during the telecon on 2008-09-04.
204	1.3.1	2008-09-04	T.King	Added "Velocity" to "Support Quantity".	Decided during the telecon on 2008-09-04.
205	1.3.1	2008-09-04	T.King	Added "Count Rate" to the dictionary and to "Particle Quantity".	Decided during the telecon on 2008-09-04.
206	1.3.2	2008-10-07	T.King	Removed "Charged Particle Flux" from Measurement Type and the dictionary.	Decided during the telecon on 2008-09-18.
207	1.3.2	2008-10-07	T.King	Added "Interstellar" to the dictionary and Region.	Decided during the telecon on 2008-09-18.
208	1.3.2	2008-10-15	T.King	Changed "Format" under "Rendering Hints" to "Value Format" to eliminate name conflict with "Format".	
209	1.3.3	2008-10-16	T.King	Added the "Association" container and "Association Type" enumeration to the dictionary; Modified the ontology to replace "Association Type" with the new "Association" container.	Decided during the telecon on 2008-10-16.
210	1.3.4	2009-01-14	T.King	Added "Wave", "Passive" and "Active" to the dictionary; Added "Wave" as an enumeration; Removed "Radio and Plasma Waves" and "Radio Soundings" from the "Measurement Type" enumeration; Added "Wave" to the enumeration.	Decided during the telecon on 2009-01-08.
211	1.3.4	2009-01-14	T.King	Added "Linear Scale" and "Log Scale" to the dictionary; Removed "Log" from the dictionary; Modified the definition of "Linear"; Removed reference scaled related usage; Updated the "Scale" enumeration with the name changes.	Decided during the telecon on 2009-01-08.
212	1.3.4	2009-01-14	T.King	Added "Language" under "Information URL".	Editorial addition.
213	1.3.4	2009-01-14	T.King	Changed the definition of "Text" and converted "Text" to an enumeration with possible encoding types.	Decided during the telecon on 2009-01-08 and subsequent e-mails.
214	1.3.4	2009-01-14	T.King	Modified "Component" to consist of "I", "J", "K"; Added "DirectionAngle", and "Projection" to "Qualifier"; Removed "R", "Theta", "Phi", "X", "Y", and "Z"; Added "Direction Angle" as an enumeration with values of "AzimuthAngle", "PolarAngle" and "Elevation Angle"; Added "Projection" as an enumeration with value of "IJ", "IK", and "JK".	Decided during the telecon on 2009-01-08.
215	1.3.4	2009-01-22	T.King	Modified definition of "Mixed".	Decided during the telecon on 2009-01-22.
216	1.3.4	2009-01-22	T.King	Changed occurrence of "Particle" to one or more.	Decided during the telecon on 2009-01-22.
217	1.3.4	2009-01-23	T.King	Added "Ion Chamber" to the dictionary and "Instrument Type" list.	Decided during the telecon on 2009-01-22.
218	1.3.4	2009-02-05	T.King	Added (restored) "Intensity" to the dictionary and "Photon Quantity" list.	Decided during the telecon on 2009-02-05.
219	1.3.4	2009-02-05	T.King	Changed "Line-of-sight" to "Line Of Sight".	Decided during the telecon on 2009-02-05.
220	1.3.4	2009-02-05	T.King	Added "Psuedo" and "Column" to the dictionary and to "Qualifier" list.	Decided during the telecon on 2009-02-05.
221	1.3.4	2009-02-26	T.King	Added "Annotation" resource and "AnnotationType" and "ConfidenceRating" enumerations The terms "Anomaly", "Event", "Feature", "Probable", "Good", "High" were added to support the new enumerations.	Decided during the telecon on 2009-02-05.
222	1.3.4	2009-02-27	T.King	Changed "Wave" to "Waves".	Editorial Change.
223	1.3.5	2009-03-25	T.King	Updated definitions for "Numeric" and "Text" data types.	Editorial Change.
224	1.3.5	2009-03-26	T.King	Changed "Mixed" to a container with "Qualifier" and "MixedQuantity" as attributes; Added "MixedQuantity" enumeration with allowed values of "AlfvenMachNumber", "Other", "PlasmaBeta", "ThermalPressure", "AlfvenVelocity", "MagnetosonicMachNumber", "PlasmaBeta", and "PlasmaFrequencyToGyrofrequencyRatio".	Decided during the telecon on 2009-03-26.
225	1.3.5	2009-03-26	T.King	Added "Access URL" to "Repository" and "Registry".	Decided during the telecon on 2009-03-26.
226	1.3.5	2009-03-26	T.King	Added "ImageURL" to "Annotation" and dictionary.	Decided during the telecon on 2009-03-26.
227	1.3.5	2009-03-26	T.King	Various editorial updates to definitions, spelling and typos.	Editorial change permitted during the telecon on 2009-03-26.
228	1.3.5	2009-03-26	T.King	Added "Plasmagram", "Spectrogram" and "Wave Form" to the dictionary and to the "Display Type" list.	Decided during the telecon on 2009-03-26.
229	1.3.5	2009-03-26	T.King	Changed the name of "Photon" to "Waves" and "PhotonQuantity" to "WaveQuantity"; Added "WaveType" with values of "Electromagnetic", "Electrostatic", "Photon", "PlasmaWaves", "Hydrodynamic", and "MHD".	Decided during the telecon on 2009-03-26.
230	1.3.5	2009-03-26	T.King	Updated definitions of "Emissivity", "EquivalentWidth", "Gyrofrequency", "Intensity", "LineDepth", "PlasmaFrequency", "PoyntingFlux"; Added "WaveType" with values of "Electromagnetic", "Electrostatic", "Photon", "PlasmaWaves", "Hydrodynamic", and "MHD".	Decided during the telecon on 2009-03-26.
231	1.3.5	2009-03-26	T.King	Added "Absorption", "ACElectricField", "ACMagneticField", "DopplerFrequency", "Frequency", "PropagationTime", and "Wavelength" to the dictionary and "WaveQuantity"; Added "WaveType" with values of "Electromagnetic", "Electrostatic", "Photon", "PlasmaWaves", "Hydrodynamic", and "MHD".	Decided during the telecon on 2009-03-26.
232	1.3.5	2009-03-26	T.King	Added "Far Ultraviolet", "HE-304", "LBH Band" and "Soft X-Rays" to the dictionary and "Spectral Range".	Decided during the telecon on 2009-03-26.
233	1.3.5	2009-04-06	T.King	Removed "Spectral Range" from under "Energy Range".	Decided by e-mail 2009-04-06.
234	1.3.6	2009-04-09	T.King	Added "Atom" and "Neutron" to "Particle Type".	Decided during the telecon on 2009-04-09.
235	1.3.6	2009-04-09	T.King	Added "Array" and "Total" to "Qualifier".	Decided during the telecon on 2009-04-09.
236	1.3.6	2009-04-09	T.King	Added "Particle Type" to "Mixed".	Decided during the telecon on 2009-04-09.
237	1.3.6	2009-04-09	T.King	Added "Unlikely" and "Weak" to the dictionary and modified "Confidence Rating" to have values "Unlikely", "Weak", "Probable", and "Strong".	Decided during the telecon on 2009-04-09.
238	1.3.6	2009-04-09	T.King	Added "Classification Method" as a enumeration with allowed values of "Automatic", "Inspection", and "Inferred"; Added "ClassificationMethod" to "Annotation".	Decided during the telecon on 2009-04-09.
239	1.3.6	2009-04-09	T.King	Added "ObservationExtent" to "Annotation" with attributes of "Observed Region", "Start Location", "Stop Location" and "Note".	Decided during the telecon on 2009-04-09.
240	1.3.6	2009-04-09	T.King	Added "Child Event Of" and "Observed By" to "Association Type".	Decided during the telecon on 2009-04-09.
241	1.3.6	2009-04-09	T.King	Added "Area", "Bandwidth" and "Solid Angle" to "Integral", added "Field-Aligned", "Group", "Perturbation", "Phase" and "Spectral" to "Qualifier".	Decided during the telecon on 2009-04-09.
242	2.0.0	2009-04-15	T.King	SPASE version 2.0.0 Released.	
243	2.0.1	2009-07-12	T.King	Changed "Rendering Hints" to 0-to-many occurrence.	Decided during the telecon on 2009-07-02.
244	2.0.1	2009-07-12	T.King	Under "Element" replaced "Component" with "Qualifier" and allow multiple occurrences.	Decided during the telecon on 2009-07-02.
245	2.0.1	2009-07-12	T.King	Updated the description of "Index" data type to explain wild cards.	Circulated in e-mail after the telecon on 2009-07-02.
246	2.0.1	2009-07-12	T.King	Added "Sound Speed" to the dictionary and to "Particle Quantity".	Decided in e-mail in 2009-06-??.
247	2.0.1	2009-07-12	T.King	Updates to the definition "Access URL", "Data Extent", "Polar" and "Sonic Mach Number".	
248	2.0.2	2009-09-24	T.King	Added "Atomic Number Detected", "MassNumber" and "ChargeState" to the dictionary and to the "ParticleQuantity" enumeration; Also added "DirectionAngle" to "ParticleQuantity".	
249	2.0.2	2009-10-08	T.King	Added "ArrivalDirection" to the dictionary and to "ParticleQuantity" enumeration; Added "InstrumentMode" to the dictionary and to "SupportQuantity"; Updated definitions of "ChargeState" and "AtomicNumberDetected".	
250	2.0.2	2009-11-05	T.King	Added "StreamInteractionRegion" to the dictionary and to "PhenomenonType" enumeration; Updated the definition of "Coronal Mass Ejection".	
251	2.0.2	2009-11-18	T.King	Modified definitions for "Observatory" and "Instrument".	
252	2.0.3	2010-02-04	T.King	Added "Former-PI" to the dictionary and to "Role" enumeration; Added "Note" to "Person".	Decided during the telecon on 2010-02-04.
253	2.0.3	2010-03-19	T.King	Updated definitions for "Number Flux", "Energy Flux", "Differential", and "Integral"; Added "Dust" to "Measurement Type" enumeration.	Decided during the telecon on 2010-03-18.
254	2.1.0	2010-03-19	T.King	SPASE version 2.1.0 Released.	Decided during the telecon on 2010-03-18.
