Version	Since	Object	Element	Order	Occurrence	Group	Type
3.0.0	3.0.0	CutsDescription	PlanePoint	2	1		
3.0.0	3.0.0	CubesDescription	RegionBegin	1	1		
3.0.0	3.0.0	CubesDescription	RegionEnd	2	1		
3.0.0	1.3.0	DataExtent	Quantity	1	1		
3.0.0	1.2.0	DataExtent	Units	2	0		
3.0.0	1.2.0	DataExtent	Per	3	0		
3.0.0	2.5.0	DiagnosisTimeStep	TimeStart	1	1		
3.0.0	2.5.0	DiagnosisTimeStep	Duration	2	1		
3.0.0	2.5.0	DiagnosisTimeStep	SavedQuantity	3	*		
3.0.0	1.1.0	DisplayData	ResourceID	1	1		
3.0.0	1.1.0	DisplayData	ResourceHeader	2	1		
3.0.0	1.1.0	DisplayData	AccessInformation	3	+		
3.0.0	1.1.0	DisplayData	ProcessingLevel	4	0		
3.0.0	2.2.9	DisplayData	ProviderName	5	0		
3.0.0	1.1.0	DisplayData	ProviderResourceName	6	0		
3.0.0	1.1.0	DisplayData	ProviderProcessingLevel	7	0		
3.0.0	1.1.0	DisplayData	ProviderVersion	8	0		
3.0.0	1.1.0	DisplayData	InstrumentID	9	*		
3.0.0	1.1.0	DisplayData	MeasurementType	10	+		
3.0.0	1.1.0	DisplayData	TemporalDescription	11	0		
3.0.0	1.1.0	DisplayData	SpectralRange	12	*		
3.0.0	1.1.0	DisplayData	DisplayCadence	13	0		
3.0.0	1.1.0	DisplayData	ObservedRegion	14	*		
3.0.0	2.4.2	DisplayData	SpatialCoverage	15	+		
3.0.0	1.1.0	DisplayData	Caveats	16	0		
3.0.0	1.1.0	DisplayData	Keyword	17	*		
3.0.0	1.1.0	DisplayData	InputResourceID	18	*		
3.0.0	1.3.0	DisplayData	Parameter	19	*		
3.0.0	1.3.0	DisplayData	Extension	20	*		
3.0.0	2.5.0	DisplayOutput	ResourceID	1	1		
3.0.0	2.5.0	DisplayOutput	ResourceHeader	2	1		
3.0.0	2.5.0	DisplayOutput	AccessInformation	3	+		
3.0.0	2.5.0	DisplayOutput	ProcessingLevel	4	0		
3.0.0	2.5.0	DisplayOutput	ProviderResourceName	5	0		
3.0.0	2.5.0	DisplayOutput	ProviderProcessingLevel	6	0		
3.0.0	2.5.0	DisplayOutput	ProviderVersion	7	0		
3.0.0	2.5.0	DisplayOutput	SimulatedInstrumentID	8	*		
3.0.0	2.5.0	DisplayOutput	MeasurementType	9	+		
3.0.0	2.5.0	DisplayOutput	TemporalDescription	10	0	Choice	
3.0.0	2.5.0	DisplayOutput	SpatialDescription	11	0	Choice	
3.0.0	2.5.0	DisplayOutput	SpectralRange	12	*		
3.0.0	2.5.0	DisplayOutput	DisplayCadence	13	0		
3.0.0	2.5.0	DisplayOutput	SimulatedRegion	14	*		
3.0.0	2.5.0	DisplayOutput	Caveats	15	0		
3.0.0	2.5.0	DisplayOutput	Keyword	16	*		
3.0.0	2.5.0	DisplayOutput	InputResourceID	17	*		
3.0.0	2.5.0	DisplayOutput	Parameter	18	*		
3.0.0	2.5.0	DisplayOutput	SimulationProduct	19	0		
3.0.0	2.5.0	DisplayOutput	Property	20	*		
3.0.0	2.5.0	DisplayOutput	Extension	21	0		
3.0.0	1.3.0	Document	ResourceID	1	1		
3.0.0	1.3.0	Document	ResourceHeader	2	1		
3.0.0	1.3.0	Document	AccessInformation	3	+		
3.0.0	1.3.0	Document	Keyword	4	*		
3.0.0	1.3.0	Document	DocumentType	5	1		
3.0.0	1.3.0	Document	MIMEType	6	1		
3.0.0	1.3.0	Document	InputResourceID	7	*		
3.0.0	1.2.0	Element	Name	1	1		
3.0.0	1.2.0	Element	Qualifier	2	*		
3.0.0	1.2.0	Element	Index	3	1		
3.0.0	1.2.0	Element	ParameterKey	4	0		
3.0.0	1.3.0	Element	Units	5	0		
3.0.0	1.3.0	Element	UnitsConversion	6	0		
3.0.0	1.3.0	Element	ValidMin	7	0		
3.0.0	1.3.0	Element	ValidMax	8	0		
3.0.0	1.3.0	Element	FillValue	9	0		
3.0.0	1.3.0	Element	RenderingHints	10	0		
3.0.0	2.5.0	ElementBoundary	Caveats	1	0		
3.0.0	2.5.0	ElementBoundary	FrontWall	2	0		
3.0.0	2.5.0	ElementBoundary	BackWall	3	0		
3.0.0	2.5.0	ElementBoundary	SideWall	4	0		
3.0.0	2.5.0	ElementBoundary	Obstacle	5	0		
3.0.0	1.1.0	EnergyRange	Low	1	1		
3.0.0	1.1.0	EnergyRange	High	2	1		
3.0.0	1.1.0	EnergyRange	Units	3	1		
3.0.0	1.1.0	EnergyRange	Bin	4	*		
3.0.0	2.4.0	ExecutionEnvironment	OperatingSystem	1	1		
3.0.0	2.4.0	ExecutionEnvironment	Installer	2	1		
3.0.0	2.4.0	ExecutionEnvironment	Cores	3	0		
3.0.0	2.4.0	ExecutionEnvironment	Storage	4	0		
3.0.0	2.4.0	ExecutionEnvironment	Memory	5	0		
3.0.0	1.3.1	Field	Qualifier	1	*		
3.0.0	1.1.0	Field	FieldQuantity	2	1		
3.0.0	1.1.0	Field	FrequencyRange	3	0		
3.0.0	1.3.0	FrequencyRange	SpectralRange	1	0		
3.0.0	1.1.0	FrequencyRange	Low	2	1		
3.0.0	1.1.0	FrequencyRange	High	3	1		
3.0.0	1.1.0	FrequencyRange	Units	4	1		
3.0.0	1.1.0	FrequencyRange	Bin	5	*		
3.0.0	2.3.0	Funding	Agency	1	1		
3.0.0	2.3.0	Funding	Project	2	1		
3.0.0	2.3.0	Funding	AwardNumber	3	0		
3.0.0	1.1.0	Granule	ResourceID	1	1		
3.0.0	1.1.0	Granule	ReleaseDate	2	1		
3.0.0	1.2.0	Granule	ExpirationDate	3	0		
3.0.0	1.1.0	Granule	ParentID	4	1		
3.0.0	1.1.0	Granule	PriorID	5	*		
3.0.0	1.1.0	Granule	StartDate	6	1	StartEntity	
3.0.0	2.5.0	Granule	RegionBegin	7	1	StartEntity	
3.0.0	1.1.0	Granule	StopDate	7	1	StopEntity	
3.0.0	2.5.0	Granule	RegionEnd	9	1	StopEntity	
3.0.0	2.4.2	Granule	SpatialCoverage	8	+		
3.0.0	1.3.1	Granule	Source	9	+		
3.0.0	1.1.0	InformationURL	Name	1	0		
3.0.0	1.1.0	InformationURL	URL	2	1		
3.0.0	1.1.0	InformationURL	Description	3	0		
3.0.0	1.3.4	InformationURL	Language	4	0		
3.0.0	2.5.0	InputField	Name	1	1		
3.0.0	2.5.0	InputField	Set	2	*		
3.0.0	2.5.0	InputField	ParameterKey	3	0		
3.0.0	2.5.0	InputField	Description	4	0		
3.0.0	2.5.0	InputField	Caveats	5	0		
3.0.0	2.5.0	InputField	SimulatedRegion	6	*		
3.0.0	2.5.0	InputField	CoordinateSystem	7	0		
3.0.0	2.5.0	InputField	Qualifier	8	*		
3.0.0	2.5.0	InputField	FieldQuantity	9	1		
3.0.0	2.5.0	InputField	Units	10	0		
3.0.0	2.5.0	InputField	UnitsConversion	11	0		
3.0.0	2.5.0	InputField	InputLabel	12	0		
3.0.0	2.5.0	InputField	FieldValue	13	0		
3.0.0	2.5.0	InputField	InputTableURL	14	0		
3.0.0	2.5.0	InputField	ValidMin	15	0		
3.0.0	2.5.0	InputField	ValidMax	16	0		
3.0.0	2.5.0	InputField	FieldModel	17	0		
3.0.0	2.5.0	InputField	ModelURL	18	0		
3.0.0	2.5.0	InputParameter	Name	1	1		
3.0.0	2.5.0	InputParameter	Description	2	0		
3.0.0	2.5.0	InputParameter	Caveats	3	0		
3.0.0	2.5.0	InputParameter	SimulatedRegion	4	*		>SpecificSimulatedRegion
3.0.0	2.5.0	InputParameter	InputTableURL	5	*		
3.0.0	2.5.0	InputParameter	Qualifier	5	*		
3.0.0	2.5.0	InputParameter	ParameterQuantity	7	0		
3.0.0	2.5.0	InputParameter	Property	8	+		
3.0.0	2.5.0	InputPopulation	Name	1	1		
3.0.0	2.5.0	InputPopulation	Set	2	*		
3.0.0	2.5.0	InputPopulation	ParameterKey	3	0		
3.0.0	2.5.0	InputPopulation	Description	4	0		
3.0.0	2.5.0	InputPopulation	Caveats	5	0		
3.0.0	2.5.0	InputPopulation	SimulatedRegion	6	*		
3.0.0	2.5.0	InputPopulation	Qualifier	7	*		
3.0.0	2.5.0	InputPopulation	ParticleType	8	0		
3.0.0	2.5.0	InputPopulation	ChemicalFormula	9	0		
3.0.0	2.5.0	InputPopulation	AtomicNumber	10	0		
3.0.0	2.5.0	InputPopulation	PopulationMassNumber	11	0		
3.0.0	2.5.0	InputPopulation	PopulationChargeState	12	0		
3.0.0	2.5.0	InputPopulation	PopulationDensity	13	0		
3.0.0	2.5.0	InputPopulation	PopulationTemperature	14	0		
3.0.0	2.5.0	InputPopulation	PopulationFlowSpeed	15	0		
3.0.0	2.5.0	InputPopulation	Distribution	16	0		
3.0.0	2.5.0	InputPopulation	ProductionRate	17	0		
3.0.0	2.5.0	InputPopulation	TotalProductionRate	18	0		
3.0.0	2.5.0	InputPopulation	InputTableURL	19	0		
3.0.0	2.5.0	InputPopulation	DensityProfile	20	0		
3.0.0	2.5.0	InputPopulation	ModelURL	21	0		
3.0.0	2.5.0	InputProcess	Name	1	1		
3.0.0	2.5.0	InputProcess	Set	2	*		
3.0.0	2.5.0	InputProcess	ParameterKey	3	0		
3.0.0	2.5.0	InputProcess	Description	4	0		
3.0.0	2.5.0	InputProcess	Caveats	5	0		
3.0.0	2.5.0	InputProcess	SimulatedRegion	6	*		
3.0.0	2.5.0	InputProcess	ProcessType	7	1		
3.0.0	2.5.0	InputProcess	Units	8	0		
3.0.0	2.5.0	InputProcess	UnitsConversion	9	0		
3.0.0	2.5.0	InputProcess	ProcessCoefficient	10	0		
3.0.0	2.5.0	InputProcess	ProcessCoeffType	11	0		
3.0.0	2.5.0	InputProcess	ProcessModel	12	0		
3.0.0	2.5.0	InputProcess	ModelURL	13	0		
3.0.0	2.5.0	InputProperties	Property	1	*		
3.0.0	2.4.0	InputProperty	Name	1	1		
3.0.0	2.4.0	InputProperty	Description	2	1		
3.0.0	2.4.0	InputProperty	Caveats	3	0		
3.0.0	2.4.0	InputProperty	Units	5	0		
3.0.0	2.4.0	InputProperty	ValidMin	6	0		
3.0.0	2.4.0	InputProperty	ValidMax	7	0		
3.0.0	2.4.0	Installer	Availability	1	0		
3.0.0	2.4.0	Installer	AccessRights	2	0		
3.0.0	2.4.0	Installer	Acknowledgement	3	0		
3.0.0	2.4.0	Installer	URL	4	1		
3.0.0	1.1.0	Instrument	ResourceID	1	1		
3.0.0	1.1.0	Instrument	ResourceHeader	2	1		
3.0.0	1.1.0	Instrument	InstrumentType	3	+		
3.0.0	1.1.0	Instrument	InstrumentGroupID	4	0		
3.0.0	1.1.0	Instrument	InvestigationName	5	+		
3.0.0	2.2.0	Instrument	OperatingSpan	6	0		
3.0.0	1.1.0	Instrument	Caveats	7	8		
3.0.0	1.1.0	Instrument	ObservatoryID	7	1		
3.0.0	1.3.0	Instrument	Extension	9	*		
3.0.0	1.2.0	Location	ObservatoryRegion	1	+		
3.0.0	1.2.0	Location	CoordinateSystemName	2	0		
3.0.0	1.2.0	Location	Latitude	3	0		
3.0.0	1.2.0	Location	Longitude	4	0		
3.0.0	1.2.0	Location	Elevation	5	0		
3.0.0	2.2.9	MassRange	Low	1	1		
3.0.0	2.2.9	MassRange	High	2	1		
3.0.0	2.2.9	MassRange	Units	3	1		
3.0.0	2.2.9	MassRange	Bin	4	*		
3.0.0	2.5.0	Member	ResourceName	2	+		
3.0.0	2.5.0	Member	Description	3	0		
3.0.0	2.5.0	Member	MemberID	4	0		
3.0.0	2.5.0	Member	StartDate	5	0		
3.0.0	2.5.0	Member	StopDate	6	0		
3.0.0	2.5.0	Member	SpatialCoverage	7	0		
3.0.0	1.3.5	Mixed	MixedQuantity	1	1		
3.0.0	1.3.6	Mixed	ParticleType	2	*		
3.0.0	1.3.5	Mixed	Qualifier	3	*		
3.0.0	2.5.0	Model	ModelID	1	0		
3.0.0	2.5.0	Model	VersionTag	2	0		
3.0.0	2.5.0	ModelVersion	VersionTag	1	0		
3.0.0	2.5.0	ModelVersion	ReleaseDate	2	1		
3.0.0	2.5.0	ModelVersion	Description	3	0		
3.0.0	2.5.0	ModelVersion	Caveats	4	0		
3.0.0	1.1.0	NumericalData	ResourceID	1	1		
3.0.0	1.1.0	NumericalData	ResourceHeader	2	1		
3.0.0	1.1.0	NumericalData	AccessInformation	3	+		
3.0.0	1.1.0	NumericalData	ProcessingLevel	4	0		
3.0.0	2.2.9	NumericalData	ProviderName	5	0		
3.0.0	1.1.0	NumericalData	ProviderResourceName	6	0		
3.0.0	1.1.0	NumericalData	ProviderProcessingLevel	7	0		
3.0.0	1.1.0	NumericalData	ProviderVersion	8	0		
3.0.0	1.1.0	NumericalData	InstrumentID	9	*		
3.0.0	1.1.0	NumericalData	MeasurementType	10	+		
3.0.0	1.1.0	NumericalData	TemporalDescription	11	0		
3.0.0	1.1.0	NumericalData	SpectralRange	12	*		
3.0.0	1.1.0	NumericalData	ObservedRegion	13	*		
3.0.0	2.4.2	NumericalData	SpatialCoverage	14	*		
3.0.0	1.1.0	NumericalData	Caveats	15	0		
3.0.0	1.1.0	NumericalData	Keyword	16	*		
3.0.0	1.1.0	NumericalData	InputResourceID	17	*		
3.0.0	1.1.0	NumericalData	Parameter	18	*		
3.0.0	1.3.0	NumericalData	Extension	19	*		
3.0.0	2.5.0	NumericalOutput	ResourceID	1	1		
3.0.0	2.5.0	NumericalOutput	ResourceHeader	2	1		
3.0.0	2.5.0	NumericalOutput	AccessInformation	3	+		
3.0.0	2.5.0	NumericalOutput	ProcessingLevel	4	0		
3.0.0	2.5.0	NumericalOutput	ProviderResourceName	5	0		
3.0.0	2.5.0	NumericalOutput	ProviderProcessingLevel	6	0		
3.0.0	2.5.0	NumericalOutput	ProviderVersion	7	0		
3.0.0	2.5.0	NumericalOutput	SimulatedInstrumentID	8	*		
3.0.0	2.5.0	NumericalOutput	MeasurementType	9	+		
3.0.0	2.5.0	NumericalOutput	TemporalDescription	10	0	Choice	
3.0.0	2.5.0	NumericalOutput	SpatialDescription	11	0	Choice	
3.0.0	2.5.0	NumericalOutput	SpectralRange	12	*		
3.0.0	2.5.0	NumericalOutput	SimulatedRegion	13	*		
3.0.0	2.5.0	NumericalOutput	Caveats	14	0		
3.0.0	2.5.0	NumericalOutput	Keyword	15	*		
3.0.0	2.5.0	NumericalOutput	InputResourceID	16	*		
3.0.0	2.5.0	NumericalOutput	Parameter	17	*		
3.0.0	2.5.0	NumericalOutput	SimulationProduct	18	0		
3.0.0	2.5.0	NumericalOutput	Property	19	*		
3.0.0	2.5.0	NumericalOutput	Extension	20	0		
3.0.0	1.3.6	ObservationExtent	ObservedRegion	1	0		
3.0.0	1.3.6	ObservationExtent	StartLocation	2	1		
3.0.0	1.3.6	ObservationExtent	StopLocation	3	1		
3.0.0	1.3.6	ObservationExtent	Note	4	*		
3.0.0	1.1.0	Observatory	ResourceID	1	1		
3.0.0	1.1.0	Observatory	ResourceHeader	2	1		
3.0.0	2.2.0	Observatory	ObservatoryGroupID	3	*		
3.0.0	1.1.0	Observatory	Location	4	+		
3.0.0	2.2.0	Observatory	OperatingSpan	5	+		
3.0.0	1.3.0	Observatory	Extension	6	*		
3.0.0	2.2.0	OperatingSpan	StartDate	1	1		
3.0.0	2.2.0	OperatingSpan	StopDate	2	0		
3.0.0	2.2.0	OperatingSpan	Note	3	*		
3.0.0	2.5.0	OutputParameters	Parameter	1	*		
3.0.0	2.4.0	OutputProperty	Name	1	1		
3.0.0	2.4.0	OutputProperty	Description	2	1		
3.0.0	2.4.0	OutputProperty	Caveats	3	0		
3.0.0	2.4.0	OutputProperty	Units	5	0		
3.0.0	2.4.0	OutputProperty	ValidMin	6	0		
3.0.0	2.4.0	OutputProperty	ValidMax	7	0		
3.0.0	1.1.0	Parameter	Name	1	1		
3.0.0	1.1.0	Parameter	Set	2	*		
3.0.0	1.1.0	Parameter	ParameterKey	3	0		
3.0.0	1.1.0	Parameter	Description	4	0		
3.0.0	2.2.9	Parameter	UCD	5	0		
3.0.0	1.1.0	Parameter	Caveats	6	0		
3.0.0	1.1.0	Parameter	Cadence	7	0		
3.0.0	2.2.9	Parameter	CadenceMin	8	0		
3.0.0	2.2.9	Parameter	CadenceMax	9	0		
3.0.0	1.1.0	Parameter	Units	10	0		
3.0.0	1.1.0	Parameter	UnitsConversion	11	0		
3.0.0	1.1.0	Parameter	CoordinateSystem	12	0		
3.0.0	1.1.0	Parameter	RenderingHints	13	*		
3.0.0	1.1.0	Parameter	Structure	14	0		
3.0.0	1.2.0	Parameter	ValidMin	15	0		
3.0.0	1.2.0	Parameter	ValidMax	16	0		
3.0.0	1.2.0	Parameter	FillValue	17	0		
3.0.0	1.1.0	Parameter	Field	18	1	ParameterEntity	
3.0.0	1.1.0	Parameter	Particle	19	1	ParameterEntity	
3.0.0	1.1.0	Parameter	Wave	20	1	ParameterEntity	
3.0.0	1.1.0	Parameter	Mixed	21	1	ParameterEntity	
3.0.0	1.1.0	Parameter	Support	22	1	ParameterEntity	
3.0.0	1.1.0	Particle	ParticleType	1	+		
3.0.0	2.5.0	Particle	Population	2	0		
3.0.0	1.3.1	Particle	Qualifier	3	*		
3.0.0	1.1.0	Particle	ParticleQuantity	3	1		
3.0.0	1.1.0	Particle	AtomicNumber	4	*		
3.0.0	2.5.0	Particle	ChemicalFormula	5	0		
3.0.0	1.1.0	Particle	EnergyRange	6	0		
3.0.0	1.1.0	Particle	AzimuthalAngleRange	7	0		
3.0.0	1.1.0	Particle	PolarAngleRange	8	0		
3.0.0	2.5.0	Particle	PopulationMassNumber	9	0		
3.0.0	2.2.9	Particle	MassRange	10	0		
3.0.0	2.5.0	Particle	PopulationChargeState	11	0		
3.0.0	2.2.9	Particle	PitchAngleRange	9	0		
3.0.0	1.1.0	Person	ResourceID	1	1		
3.0.0	1.1.0	Person	ReleaseDate	2	0		
3.0.0	1.1.0	Person	PersonName	3	0		
3.0.0	1.1.0	Person	OrganizationName	4	1		
3.0.0	1.1.0	Person	Address	5	0		
3.0.0	1.1.0	Person	Email	6	*		
3.0.0	1.1.0	Person	PhoneNumber	7	*		
3.0.0	1.3.0	Person	FaxNumber	8	0		
3.0.0	2.3.0	Person	ORCIdentifier	9	0		
3.0.0	2.0.3	Person	Note	10	0		
3.0.0	1.3.0	Person	Extension	11	*		
3.0.0	2.2.9	PitchAngleRange	Low	1	1		
3.0.0	2.2.9	PitchAngleRange	High	2	1		
3.0.0	2.2.9	PitchAngleRange	Units	3	1		
3.0.0	2.2.9	PitchAngleRange	Bin	4	*		
3.0.0	2.4.0	PolarAngleRange	Low	1	1		
3.0.0	2.4.0	PolarAngleRange	High	2	1		
3.0.0	2.4.0	PolarAngleRange	Units	3	1		
3.0.0	2.4.0	PolarAngleRange	Bin	4	*		
3.0.0	2.5.0	Property	Name	1	0		
3.0.0	2.5.0	Property	Description	2	0		
3.0.0	2.5.0	Property	Caveats	3	0		
3.0.0	2.5.0	Property	PropertyQuantity	4	1		
3.0.0	2.5.0	Property	Qualifier	5	*		
3.0.0	2.5.0	Property	Units	6	0		
3.0.0	2.5.0	Property	UnitsConversion	7	0		
3.0.0	2.5.0	Property	PropertyLabel	8	0		
3.0.0	2.5.0	Property	PropertyValue	9	0		
3.0.0	2.5.0	Property	PropertyTableURL	10	0		
3.0.0	2.5.0	Property	ValidMin	11	0		
3.0.0	2.5.0	Property	ValidMax	12	0		
3.0.0	2.5.0	Property	PropertyModel	13	0		
3.0.0	2.5.0	Property	ModelURL	14	0		
3.0.0	2.4.2	PublicationInfo	Title	1	0		
3.0.0	2.3.0	PublicationInfo	Authors	2	1		
3.0.0	2.3.0	PublicationInfo	PublicationDate	3	1		
3.0.0	2.3.0	PublicationInfo	PublishedBy	4	1		
3.0.0	2.4.2	PublicationInfo	LandingPageURL	5	0		
3.0.0	2.5.0	RegionParameter	SimulatedRegion	1	0		
3.0.0	2.5.0	RegionParameter	Description	2	0		
3.0.0	2.5.0	RegionParameter	Caveats	3	0		
3.0.0	2.5.0	RegionParameter	Radius	4	0		
3.0.0	2.5.0	RegionParameter	SubLongitude	5	0		
3.0.0	2.5.0	RegionParameter	Period	6	0		
3.0.0	2.5.0	RegionParameter	ObjectMass	7	0		
3.0.0	2.5.0	RegionParameter	InputTableURL	8	0		
3.0.0	2.5.0	RegionParameter	Property	9	*		
3.0.0	1.1.0	Registry	ResourceID	1	1		
3.0.0	1.1.0	Registry	ResourceHeader	2	1		
3.0.0	1.3.4	Registry	AccessURL	3	1		
3.0.0	1.3.0	Registry	Extension	4	*		
3.0.0	1.3.1	RenderingHints	DisplayType	1	0		
3.0.0	1.3.1	RenderingHints	AxisLabel	2	0		
3.0.0	1.3.1	RenderingHints	RenderingAxis	3	0		
3.0.0	1.3.1	RenderingHints	Index	4	0		
3.0.0	1.3.1	RenderingHints	ValueFormat	5	0		
3.0.0	1.3.1	RenderingHints	ScaleMin	6	0		
3.0.0	1.3.1	RenderingHints	ScaleMax	7	0		
3.0.0	1.3.1	RenderingHints	ScaleType	8	0		
3.0.0	1.1.0	Repository	ResourceID	1	1		
3.0.0	1.1.0	Repository	ResourceHeader	2	1		
3.0.0	1.3.4	Repository	AccessURL	3	1		
3.0.0	1.3.0	Repository	Extension	4	*		
3.0.0	1.1.0	ResourceHeader	ResourceName	1	1		
3.0.0	1.1.0	ResourceHeader	AlternateName	2	*		
3.0.0	2.3.0	ResourceHeader	DOI	3	0		
3.0.0	1.1.0	ResourceHeader	ReleaseDate	4	1		
3.0.0	2.3.1	ResourceHeader	RevisionHistory	5	0		
3.0.0	1.2.0	ResourceHeader	ExpirationDate	6	0		
3.0.0	1.1.0	ResourceHeader	Description	7	1		
3.0.0	1.1.0	ResourceHeader	Acknowledgement	8	0		
3.0.0	1.1.0	ResourceHeader	PublicationInfo	9	0		
3.0.0	1.1.0	ResourceHeader	Funding	10	*		
3.0.0	1.1.0	ResourceHeader	Contact	11	+		
3.0.0	1.1.0	ResourceHeader	InformationURL	12	*		
3.0.0	1.3.3	ResourceHeader	Association	13	*		
3.0.0	1.1.0	ResourceHeader	PriorID	14	*		
3.0.0	2.3.1	RevisionEvent	ReleaseDate	1	1		
3.0.0	2.3.1	RevisionEvent	Note	2	1		
3.0.0	2.3.1	RevisionHistory	RevisionEvent	1	+		
3.0.0	1.1.0	Service	ResourceID	1	1		
3.0.0	1.1.0	Service	ResourceHeader	2	1		
3.0.0	1.1.0	Service	AccessURL	3	1		
3.0.0	1.3.0	Service	Extension	4	*		
3.0.0	2.5.0	SimulationDomain	CoordinateSystem	1	1		
3.0.0	2.5.0	SimulationDomain	Description	2	0		
3.0.0	2.5.0	SimulationDomain	Caveats	3	0		
3.0.0	2.5.0	SimulationDomain	SpatialDimension	4	1		
3.0.0	2.5.0	SimulationDomain	VelocityDimension	5	0		
3.0.0	2.5.0	SimulationDomain	FieldDimension	6	0		
3.0.0	2.5.0	SimulationDomain	Units	7	1		
3.0.0	2.5.0	SimulationDomain	UnitsConversion	8	0		
3.0.0	2.5.0	SimulationDomain	CoordinatesLabel	9	0		
3.0.0	2.5.0	SimulationDomain	ValidMin	10	0		
3.0.0	2.5.0	SimulationDomain	ValidMax	11	0		
3.0.0	2.5.0	SimulationDomain	GridStructure	12	0		
3.0.0	2.5.0	SimulationDomain	GridCellSize	13	0		
3.0.0	2.5.0	SimulationDomain	Symmetry	14	0		
3.0.0	2.5.0	SimulationDomain	BoundaryConditions	15	0		
3.0.0	2.5.0	SimulationModel	ResourceID	1	1		
3.0.0	2.5.0	SimulationModel	ResourceHeader	2	1		
3.0.0	2.5.0	SimulationModel	Versions	3	0		
3.0.0	2.5.0	SimulationModel	SimulationType	4	1		
3.0.0	2.5.0	SimulationModel	CodeLanguage	5	0		
3.0.0	2.5.0	SimulationModel	TemporalDependence	6	0		
3.0.0	2.5.0	SimulationModel	SpatialDescription	7	0		
3.0.0	2.5.0	SimulationModel	SimulatedRegion	8	*		
3.0.0	2.5.0	SimulationModel	InputProperties	9	0		
